O*NET-SOC_Code,Title,Element_ID,Element_Name,Skill_Importance,Skill_Level,Skill_Strength,Skill_Strength_Normalized,Skill_Importance_Category,Skill_Level_Category
11-9131.00,Postmasters and Mail Superintendents,2.A.2.d,Monitoring,3.75,3.62,13.575000000000001,0.4525,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.1.a,Reading Comprehension,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.1.b,Active Listening,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.1.c,Writing,3.75,4.0,15.0,0.5,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.1.d,Speaking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.1.e,Mathematics,3.0,3.0,9.0,0.3,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.2.a,Critical Thinking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.2.b,Active Learning,3.12,3.38,10.5456,0.35152,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.2.c,Learning Strategies,2.75,3.0,8.25,0.275,Medium,Medium
11-9141.00,"Property, Real Estate, and Community Association Managers",2.A.2.d,Monitoring,3.38,3.38,11.424399999999999,0.3808133333333333,Medium,Medium
11-9151.00,Social and Community Service Managers,2.A.1.a,Reading Comprehension,3.75,4.12,15.450000000000001,0.515,Medium,High
11-9151.00,Social and Community Service Managers,2.A.1.b,Active Listening,3.88,4.25,16.49,0.5496666666666666,Medium,High
11-9151.00,Social and Community Service Managers,2.A.1.c,Writing,3.75,4.0,15.0,0.5,Medium,Medium
11-9151.00,Social and Community Service Managers,2.A.1.d,Speaking,3.75,4.12,15.450000000000001,0.515,Medium,High
11-9151.00,Social and Community Service Managers,2.A.1.e,Mathematics,2.62,3.12,8.1744,0.27248,Medium,Medium
11-9151.00,Social and Community Service Managers,2.A.1.f,Science,2.25,2.0,4.5,0.15,Medium,Low
11-9151.00,Social and Community Service Managers,2.A.2.a,Critical Thinking,3.88,4.12,15.9856,0.5328533333333333,Medium,High
11-9151.00,Social and Community Service Managers,2.A.2.b,Active Learning,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
11-9151.00,Social and Community Service Managers,2.A.2.c,Learning Strategies,3.62,3.75,13.575000000000001,0.4525,Medium,Medium
11-9151.00,Social and Community Service Managers,2.A.2.d,Monitoring,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9161.00,Emergency Management Directors,2.A.1.a,Reading Comprehension,4.0,4.12,16.48,0.5493333333333333,Medium,High
11-9161.00,Emergency Management Directors,2.A.1.b,Active Listening,4.0,4.12,16.48,0.5493333333333333,Medium,High
11-9161.00,Emergency Management Directors,2.A.1.c,Writing,4.0,4.25,17.0,0.5666666666666667,Medium,High
11-9161.00,Emergency Management Directors,2.A.1.d,Speaking,4.12,4.25,17.51,0.5836666666666667,High,High
11-9161.00,Emergency Management Directors,2.A.1.e,Mathematics,3.0,3.0,9.0,0.3,Medium,Medium
11-9161.00,Emergency Management Directors,2.A.1.f,Science,1.88,1.5,2.82,0.094,Low,Low
11-9161.00,Emergency Management Directors,2.A.2.a,Critical Thinking,4.0,4.38,17.52,0.584,Medium,High
11-9161.00,Emergency Management Directors,2.A.2.b,Active Learning,3.75,4.25,15.9375,0.53125,Medium,High
11-9161.00,Emergency Management Directors,2.A.2.c,Learning Strategies,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9161.00,Emergency Management Directors,2.A.2.d,Monitoring,4.0,4.62,18.48,0.616,Medium,High
11-9171.00,Funeral Home Managers,2.A.1.a,Reading Comprehension,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.1.b,Active Listening,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.1.c,Writing,3.12,3.62,11.294400000000001,0.37648000000000004,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.1.d,Speaking,3.5,3.75,13.125,0.4375,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.1.e,Mathematics,2.62,2.62,6.864400000000001,0.22881333333333337,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.1.f,Science,1.5,0.5,0.75,0.025,Low,Low
11-9171.00,Funeral Home Managers,2.A.2.a,Critical Thinking,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.2.b,Active Learning,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.2.c,Learning Strategies,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
11-9171.00,Funeral Home Managers,2.A.2.d,Monitoring,3.38,3.38,11.424399999999999,0.3808133333333333,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.1.a,Reading Comprehension,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.1.b,Active Listening,3.75,3.62,13.575000000000001,0.4525,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.1.c,Writing,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.1.d,Speaking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.1.e,Mathematics,2.12,2.38,5.0456,0.16818666666666668,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.1.f,Science,1.75,1.25,2.1875,0.07291666666666667,Low,Low
11-9179.01,Fitness and Wellness Coordinators,2.A.2.a,Critical Thinking,3.62,3.75,13.575000000000001,0.4525,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.2.b,Active Learning,3.38,3.5,11.83,0.3943333333333333,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.2.c,Learning Strategies,3.38,3.75,12.674999999999999,0.4225,Medium,Medium
11-9179.01,Fitness and Wellness Coordinators,2.A.2.d,Monitoring,3.38,3.75,12.674999999999999,0.4225,Medium,Medium
11-9179.02,Spa Managers,2.A.1.a,Reading Comprehension,3.38,3.88,13.1144,0.4371466666666667,Medium,Medium
11-9179.02,Spa Managers,2.A.1.b,Active Listening,3.88,3.75,14.549999999999999,0.485,Medium,Medium
11-9179.02,Spa Managers,2.A.1.c,Writing,3.0,3.5,10.5,0.35,Medium,Medium
11-9179.02,Spa Managers,2.A.1.d,Speaking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9179.02,Spa Managers,2.A.1.e,Mathematics,3.0,3.0,9.0,0.3,Medium,Medium
11-9179.02,Spa Managers,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
11-9179.02,Spa Managers,2.A.2.a,Critical Thinking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9179.02,Spa Managers,2.A.2.b,Active Learning,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
11-9179.02,Spa Managers,2.A.2.c,Learning Strategies,3.38,3.5,11.83,0.3943333333333333,Medium,Medium
11-9179.02,Spa Managers,2.A.2.d,Monitoring,4.0,4.12,16.48,0.5493333333333333,Medium,High
11-9199.01,Regulatory Affairs Managers,2.A.1.a,Reading Comprehension,4.12,4.12,16.9744,0.5658133333333333,High,High
11-9199.01,Regulatory Affairs Managers,2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9199.01,Regulatory Affairs Managers,2.A.1.c,Writing,4.25,4.12,17.51,0.5836666666666667,High,High
11-9199.01,Regulatory Affairs Managers,2.A.1.d,Speaking,4.0,4.12,16.48,0.5493333333333333,Medium,High
11-9199.01,Regulatory Affairs Managers,2.A.1.e,Mathematics,2.38,2.62,6.2356,0.20785333333333333,Medium,Medium
11-9199.01,Regulatory Affairs Managers,2.A.1.f,Science,2.38,1.88,4.474399999999999,0.14914666666666665,Medium,Low
11-9199.01,Regulatory Affairs Managers,2.A.2.a,Critical Thinking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.01,Regulatory Affairs Managers,2.A.2.b,Active Learning,3.5,3.75,13.125,0.4375,Medium,Medium
11-9199.01,Regulatory Affairs Managers,2.A.2.c,Learning Strategies,3.0,3.5,10.5,0.35,Medium,Medium
11-9199.01,Regulatory Affairs Managers,2.A.2.d,Monitoring,3.62,4.12,14.9144,0.4971466666666667,Medium,High
11-9199.02,Compliance Managers,2.A.1.a,Reading Comprehension,4.0,4.12,16.48,0.5493333333333333,Medium,High
11-9199.02,Compliance Managers,2.A.1.b,Active Listening,3.88,4.12,15.9856,0.5328533333333333,Medium,High
11-9199.02,Compliance Managers,2.A.1.c,Writing,3.88,4.12,15.9856,0.5328533333333333,Medium,High
11-9199.02,Compliance Managers,2.A.1.d,Speaking,3.88,4.12,15.9856,0.5328533333333333,Medium,High
11-9199.02,Compliance Managers,2.A.1.e,Mathematics,2.12,2.25,4.7700000000000005,0.159,Medium,Medium
11-9199.02,Compliance Managers,2.A.1.f,Science,1.38,0.5,0.69,0.023,Low,Low
11-9199.02,Compliance Managers,2.A.2.a,Critical Thinking,4.0,4.25,17.0,0.5666666666666667,Medium,High
11-9199.02,Compliance Managers,2.A.2.b,Active Learning,3.75,3.88,14.549999999999999,0.485,Medium,Medium
11-9199.02,Compliance Managers,2.A.2.c,Learning Strategies,3.25,3.5,11.375,0.37916666666666665,Medium,Medium
11-9199.02,Compliance Managers,2.A.2.d,Monitoring,3.75,4.62,17.325,0.5775,Medium,High
11-9199.08,Loss Prevention Managers,2.A.1.a,Reading Comprehension,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.1.c,Writing,3.75,3.88,14.549999999999999,0.485,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.1.d,Speaking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.1.e,Mathematics,2.75,2.75,7.5625,0.2520833333333333,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
11-9199.08,Loss Prevention Managers,2.A.2.a,Critical Thinking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.2.b,Active Learning,3.75,3.75,14.0625,0.46875,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.2.c,Learning Strategies,3.25,3.25,10.5625,0.35208333333333336,Medium,Medium
11-9199.08,Loss Prevention Managers,2.A.2.d,Monitoring,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.1.a,Reading Comprehension,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.1.c,Writing,3.75,4.0,15.0,0.5,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.1.d,Speaking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.1.e,Mathematics,3.0,3.25,9.75,0.325,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.1.f,Science,2.0,1.12,2.24,0.07466666666666667,Low,Low
11-9199.09,Wind Energy Operations Managers,2.A.2.a,Critical Thinking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.2.b,Active Learning,3.0,3.62,10.86,0.362,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.2.c,Learning Strategies,3.0,3.12,9.36,0.312,Medium,Medium
11-9199.09,Wind Energy Operations Managers,2.A.2.d,Monitoring,3.88,4.12,15.9856,0.5328533333333333,Medium,High
11-9199.10,Wind Energy Development Managers,2.A.1.a,Reading Comprehension,3.88,4.25,16.49,0.5496666666666666,Medium,High
11-9199.10,Wind Energy Development Managers,2.A.1.b,Active Listening,3.75,3.75,14.0625,0.46875,Medium,Medium
11-9199.10,Wind Energy Development Managers,2.A.1.c,Writing,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
11-9199.10,Wind Energy Development Managers,2.A.1.d,Speaking,3.88,3.75,14.549999999999999,0.485,Medium,Medium
11-9199.10,Wind Energy Development Managers,2.A.1.e,Mathematics,3.0,3.5,10.5,0.35,Medium,Medium
11-9199.10,Wind Energy Development Managers,2.A.1.f,Science,1.75,1.12,1.9600000000000002,0.06533333333333334,Low,Low
11-9199.10,Wind Energy Development Managers,2.A.2.a,Critical Thinking,4.0,4.25,17.0,0.5666666666666667,Medium,High
11-9199.10,Wind Energy Development Managers,2.A.2.b,Active Learning,3.38,4.0,13.52,0.45066666666666666,Medium,Medium
11-9199.10,Wind Energy Development Managers,2.A.2.c,Learning Strategies,2.75,2.88,7.92,0.264,Medium,Medium
11-9199.10,Wind Energy Development Managers,2.A.2.d,Monitoring,3.5,3.88,13.58,0.45266666666666666,Medium,Medium
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.1.a,Reading Comprehension,4.0,4.5,18.0,0.6,Medium,High
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.1.b,Active Listening,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.1.c,Writing,3.88,4.12,15.9856,0.5328533333333333,Medium,High
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.1.d,Speaking,4.0,4.12,16.48,0.5493333333333333,Medium,High
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.1.e,Mathematics,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.1.f,Science,3.0,3.25,9.75,0.325,Medium,Medium
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.2.a,Critical Thinking,4.0,4.25,17.0,0.5666666666666667,Medium,High
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.2.b,Active Learning,3.25,3.88,12.61,0.42033333333333334,Medium,Medium
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.2.c,Learning Strategies,3.0,3.0,9.0,0.3,Medium,Medium
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2.A.2.d,Monitoring,4.0,4.12,16.48,0.5493333333333333,Medium,High
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.1.a,Reading Comprehension,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.1.c,Writing,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.1.d,Speaking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.1.e,Mathematics,2.12,2.0,4.24,0.14133333333333334,Medium,Low
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.1.f,Science,1.62,0.62,1.0044,0.033479999999999996,Low,Low
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.2.a,Critical Thinking,3.75,3.75,14.0625,0.46875,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.2.b,Active Learning,3.5,3.5,12.25,0.4083333333333333,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.2.c,Learning Strategies,2.62,2.75,7.205,0.24016666666666667,Medium,Medium
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.A.2.d,Monitoring,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.1.a,Reading Comprehension,3.5,3.88,13.58,0.45266666666666666,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.1.b,Active Listening,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.1.c,Writing,3.25,3.25,10.5625,0.35208333333333336,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.1.d,Speaking,3.75,3.88,14.549999999999999,0.485,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.1.e,Mathematics,2.88,3.12,8.9856,0.29952,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.1.f,Science,1.5,0.75,1.125,0.0375,Low,Low
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.2.a,Critical Thinking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.2.b,Active Learning,3.0,3.25,9.75,0.325,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.2.c,Learning Strategies,2.5,2.88,7.199999999999999,0.23999999999999996,Medium,Medium
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.A.2.d,Monitoring,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.1.a,Reading Comprehension,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.1.b,Active Listening,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.1.c,Writing,3.12,3.25,10.14,0.338,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.1.d,Speaking,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.1.e,Mathematics,3.12,3.38,10.5456,0.35152,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.1.f,Science,1.25,0.25,0.3125,0.010416666666666666,Low,Low
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.2.a,Critical Thinking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.2.b,Active Learning,3.38,4.0,13.52,0.45066666666666666,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.2.c,Learning Strategies,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.A.2.d,Monitoring,3.38,4.0,13.52,0.45066666666666666,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.1.a,Reading Comprehension,4.12,4.12,16.9744,0.5658133333333333,High,High
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.1.c,Writing,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.1.d,Speaking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.1.e,Mathematics,3.0,3.12,9.36,0.312,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.2.a,Critical Thinking,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.2.b,Active Learning,3.88,3.88,15.0544,0.5018133333333333,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.2.c,Learning Strategies,3.0,3.12,9.36,0.312,Medium,Medium
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.A.2.d,Monitoring,3.75,3.88,14.549999999999999,0.485,Medium,Medium
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.1.a,Reading Comprehension,4.12,4.5,18.54,0.618,High,High
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.1.b,Active Listening,4.0,4.25,17.0,0.5666666666666667,Medium,High
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.1.c,Writing,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.1.d,Speaking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.1.e,Mathematics,2.88,2.88,8.2944,0.27648,Medium,Medium
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.1.f,Science,1.38,0.5,0.69,0.023,Low,Low
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.2.a,Critical Thinking,4.0,4.25,17.0,0.5666666666666667,Medium,High
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.2.b,Active Learning,3.25,3.5,11.375,0.37916666666666665,Medium,Medium
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.2.c,Learning Strategies,2.5,2.75,6.875,0.22916666666666666,Medium,Medium
13-1031.00,"Claims Adjusters, Examiners, and Investigators",2.A.2.d,Monitoring,3.38,3.88,13.1144,0.4371466666666667,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.1.a,Reading Comprehension,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.1.b,Active Listening,3.5,3.88,13.58,0.45266666666666666,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.1.c,Writing,3.75,3.25,12.1875,0.40625,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.1.d,Speaking,3.75,3.75,14.0625,0.46875,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.1.e,Mathematics,2.62,2.75,7.205,0.24016666666666667,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.1.f,Science,1.12,0.25,0.28,0.009333333333333334,Low,Low
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.2.a,Critical Thinking,3.38,3.75,12.674999999999999,0.4225,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.2.b,Active Learning,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.2.c,Learning Strategies,2.12,1.5,3.18,0.10600000000000001,Medium,Low
13-1032.00,"Insurance Appraisers, Auto Damage",2.A.2.d,Monitoring,2.5,2.88,7.199999999999999,0.23999999999999996,Medium,Medium
13-1041.00,Compliance Officers,2.A.1.a,Reading Comprehension,4.0,3.75,15.0,0.5,Medium,Medium
13-1041.00,Compliance Officers,2.A.1.b,Active Listening,3.75,3.88,14.549999999999999,0.485,Medium,Medium
13-1041.00,Compliance Officers,2.A.1.c,Writing,3.75,3.62,13.575000000000001,0.4525,Medium,Medium
13-1041.00,Compliance Officers,2.A.1.d,Speaking,3.88,3.62,14.0456,0.4681866666666667,Medium,Medium
13-1041.00,Compliance Officers,2.A.1.e,Mathematics,2.12,1.88,3.9856,0.13285333333333332,Medium,Low
13-1041.00,Compliance Officers,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
13-1041.00,Compliance Officers,2.A.2.a,Critical Thinking,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
13-1041.00,Compliance Officers,2.A.2.b,Active Learning,3.0,3.12,9.36,0.312,Medium,Medium
13-1041.00,Compliance Officers,2.A.2.c,Learning Strategies,2.88,2.75,7.92,0.264,Medium,Medium
13-1041.00,Compliance Officers,2.A.2.d,Monitoring,3.38,3.62,12.2356,0.40785333333333335,Medium,Medium
13-1041.01,Environmental Compliance Inspectors,2.A.1.a,Reading Comprehension,4.0,4.75,19.0,0.6333333333333333,Medium,High
13-1041.01,Environmental Compliance Inspectors,2.A.1.b,Active Listening,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
13-1041.01,Environmental Compliance Inspectors,2.A.1.c,Writing,3.88,4.12,15.9856,0.5328533333333333,Medium,High
13-1041.01,Environmental Compliance Inspectors,2.A.1.d,Speaking,3.88,4.25,16.49,0.5496666666666666,Medium,High
13-1041.01,Environmental Compliance Inspectors,2.A.1.e,Mathematics,3.0,3.12,9.36,0.312,Medium,Medium
13-1041.01,Environmental Compliance Inspectors,2.A.1.f,Science,3.0,3.25,9.75,0.325,Medium,Medium
13-1041.01,Environmental Compliance Inspectors,2.A.2.a,Critical Thinking,4.0,4.25,17.0,0.5666666666666667,Medium,High
13-1041.01,Environmental Compliance Inspectors,2.A.2.b,Active Learning,3.75,4.12,15.450000000000001,0.515,Medium,High
13-1041.01,Environmental Compliance Inspectors,2.A.2.c,Learning Strategies,3.0,3.25,9.75,0.325,Medium,Medium
13-1041.01,Environmental Compliance Inspectors,2.A.2.d,Monitoring,3.75,4.38,16.425,0.5475,Medium,High
13-1041.03,Equal Opportunity Representatives and Officers,2.A.1.a,Reading Comprehension,4.12,4.75,19.57,0.6523333333333333,High,High
13-1041.03,Equal Opportunity Representatives and Officers,2.A.1.b,Active Listening,4.25,4.62,19.635,0.6545000000000001,High,High
13-1041.03,Equal Opportunity Representatives and Officers,2.A.1.c,Writing,3.88,4.38,16.9944,0.56648,Medium,High
13-1041.03,Equal Opportunity Representatives and Officers,2.A.1.d,Speaking,4.0,4.25,17.0,0.5666666666666667,Medium,High
13-1041.03,Equal Opportunity Representatives and Officers,2.A.1.e,Mathematics,2.5,2.75,6.875,0.22916666666666666,Medium,Medium
13-1041.03,Equal Opportunity Representatives and Officers,2.A.1.f,Science,1.62,0.75,1.215,0.0405,Low,Low
13-1041.03,Equal Opportunity Representatives and Officers,2.A.2.a,Critical Thinking,4.0,4.5,18.0,0.6,Medium,High
13-1041.03,Equal Opportunity Representatives and Officers,2.A.2.b,Active Learning,3.75,4.0,15.0,0.5,Medium,Medium
13-1041.03,Equal Opportunity Representatives and Officers,2.A.2.c,Learning Strategies,3.0,3.38,10.14,0.338,Medium,Medium
13-1041.03,Equal Opportunity Representatives and Officers,2.A.2.d,Monitoring,3.38,3.88,13.1144,0.4371466666666667,Medium,Medium
13-1041.04,Government Property Inspectors and Investigators,2.A.1.a,Reading Comprehension,4.0,4.25,17.0,0.5666666666666667,Medium,High
13-1041.04,Government Property Inspectors and Investigators,2.A.1.b,Active Listening,4.12,4.12,16.9744,0.5658133333333333,High,High
13-1041.04,Government Property Inspectors and Investigators,2.A.1.c,Writing,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
13-1041.04,Government Property Inspectors and Investigators,2.A.1.d,Speaking,4.0,4.12,16.48,0.5493333333333333,Medium,High
13-1041.04,Government Property Inspectors and Investigators,2.A.1.e,Mathematics,2.88,3.12,8.9856,0.29952,Medium,Medium
13-1041.04,Government Property Inspectors and Investigators,2.A.1.f,Science,1.88,1.25,2.3499999999999996,0.07833333333333332,Low,Low
